Warehouse,Location,Type,Pick Priority,Pickable,Sellable,Transfer bin,Quantity
Primary,I-02-A-05,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-06,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-07,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-08,Gray Bin Large,1,,Yes,,255
Primary,I-02-A-09,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-10,Gray Bin Large,1,,Yes,,51
Primary,I-02-A-11,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-12,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-13,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-14,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-15,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-16,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-17,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-18,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-19,Gray Bin Large,1,,Yes,,0
Primary,I-02-A-20,Gray Bin Large,1,,Yes,,0
Primary,I-02-B-01,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-02,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-03,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-04,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-05,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-06,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-07,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-08,Gray Bin Small,1,,Yes,,20
Primary,I-02-B-09,Gray Bin Small,1,,Yes,,66
Primary,I-02-B-10,Gray Bin Small,1,,Yes,,78
Primary,I-02-B-11,Gray Bin Small,1,,Yes,,12
Primary,I-02-B-12,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-13,Gray Bin Small,1,,Yes,,26
Primary,I-02-B-14,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-15,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-16,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-17,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-18,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-19,Gray Bin Small,1,,Yes,,0
Primary,I-02-B-20,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-01,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-02,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-03,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-04,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-05,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-06,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-07,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-08,Gray Bin Small,1,,Yes,,22
Primary,I-02-C-09,Gray Bin Small,1,,Yes,,58
Primary,I-02-C-10,Gray Bin Small,1,,Yes,,31
Primary,I-02-C-11,Gray Bin Small,1,,Yes,,247
Primary,I-02-C-12,Gray Bin Small,1,,Yes,,8
Primary,I-02-C-13,Gray Bin Small,1,,Yes,,6
Primary,I-02-C-14,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-15,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-16,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-17,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-18,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-19,Gray Bin Small,1,,Yes,,0
Primary,I-02-C-20,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-01,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-02,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-03,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-04,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-05,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-06,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-07,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-08,Gray Bin Small,1,,Yes,,218
Primary,I-02-D-09,Gray Bin Small,1,,Yes,,1
Primary,I-02-D-10,Gray Bin Small,1,,Yes,,252
Primary,I-02-D-11,Gray Bin Small,1,,Yes,,20
Primary,I-02-D-12,Gray Bin Small,1,,Yes,,14
Primary,I-02-D-13,Gray Bin Small,1,,Yes,,70
Primary,I-02-D-14,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-15,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-16,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-17,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-18,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-19,Gray Bin Small,1,,Yes,,0
Primary,I-02-D-20,Gray Bin Small,1,,Yes,,0
Primary,I-02-E-01,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-02,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-03,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-04,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-05,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-06,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-07,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-08,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-09,Gray Bin Medium,1,,Yes,,3
Primary,I-02-E-10,Gray Bin Medium,1,,Yes,,172
Primary,I-02-E-11,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-12,Gray Bin Medium,1,,Yes,,84
Primary,I-02-E-13,Gray Bin Medium,1,,Yes,,9
Primary,I-02-E-14,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-15,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-16,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-17,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-18,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-19,Gray Bin Medium,1,,Yes,,0
Primary,I-02-E-20,Gray Bin Medium,1,,Yes,,0
Primary,I-02-I-01,Gray Bin Large,1,,Yes,,0
Primary,I-02-I-02,Gray Bin Large,1,,Yes,,0
Primary,I-03-A-01,Gray Bin Large,1,,Yes,,0
Primary,I-03-A-02,Gray Bin Large,1,,Yes,,0
Primary,I-03-A-03,Gray Bin Large,1,,Yes,,0
Primary,I-03-A-04,Gray Bin Large,1,,Yes,,0
Primary,I-03-B-01,Gray Bin Small,1,,Yes,,0
Primary,I-03-B-02,Gray Bin Small,1,,Yes,,0
Primary,I-03-B-03,Gray Bin Small,1,,Yes,,0
Primary,I-03-B-04,Gray Bin Small,1,,Yes,,0
Primary,I-03-C-01,Gray Bin Small,1,,Yes,,0
Primary,I-03-C-02,Gray Bin Small,1,,Yes,,0
Primary,I-03-C-03,Gray Bin Small,1,,Yes,,0
Primary,I-03-C-04,Gray Bin Small,1,,Yes,,0
Primary,I-03-D-01,Gray Bin Small,1,,Yes,,0
Primary,I-03-D-02,Gray Bin Small,1,,Yes,,0
Primary,I-03-D-03,Gray Bin Small,1,,Yes,,0
Primary,I-03-D-04,Gray Bin Small,1,,Yes,,0
Primary,I-03-E-01,Gray Bin Medium,1,,Yes,,0
Primary,I-03-E-02,Gray Bin Medium,1,,Yes,,0
Primary,I-03-E-03,Gray Bin Medium,1,,Yes,,0
Primary,I-03-E-04,Gray Bin Medium,1,,Yes,,0
Primary,I-04-A-01,Gray Bin Large,1,,Yes,,0
Primary,I-04-A-02,Gray Bin Large,1,,Yes,,0
Primary,I-04-A-03,Gray Bin Large,1,,Yes,,0
Primary,I-04-A-04,Gray Bin Large,1,,Yes,,0
Primary,I-04-B-01,Gray Bin Small,1,,Yes,,0
Primary,I-04-B-02,Gray Bin Small,1,,Yes,,0
Primary,I-04-B-03,Gray Bin Small,1,,Yes,,0
Primary,I-04-B-04,Gray Bin Small,1,,Yes,,0
Primary,I-04-C-01,Gray Bin Small,1,,Yes,,0
Primary,I-04-C-02,Gray Bin Small,1,,Yes,,0
Primary,I-04-C-03,Gray Bin Small,1,,Yes,,0
Primary,I-04-C-04,Gray Bin Small,1,,Yes,,0
Primary,I-04-D-01,Gray Bin Small,1,,Yes,,0
Primary,I-04-D-02,Gray Bin Small,1,,Yes,,0
Primary,I-04-D-03,Gray Bin Small,1,,Yes,,0
Primary,I-04-D-04,Gray Bin Small,1,,Yes,,0
Primary,I-04-E-01,Gray Bin Medium,1,,Yes,,0
Primary,I-04-E-02,Gray Bin Medium,1,,Yes,,0
Primary,I-04-E-03,Gray Bin Medium,1,,Yes,,0
Primary,I-04-E-04,Gray Bin Medium,1,,Yes,,0
Primary,J-01-A-01,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-02,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-03,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-04,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-05,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-06,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-07,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-08,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-09,Gray Bin Large,1,,Yes,,23
Primary,J-01-A-10,Gray Bin Large,1,,Yes,,76
Primary,J-01-A-11,Gray Bin Large,1,,Yes,,30
Primary,J-01-A-12,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-13,Gray Bin Large,1,,Yes,,142
Primary,J-01-A-14,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-15,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-16,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-17,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-18,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-19,Gray Bin Large,1,,Yes,,0
Primary,J-01-A-20,Gray Bin Large,1,,Yes,,0
Primary,J-01-B-01,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-02,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-03,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-04,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-05,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-06,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-07,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-08,Gray Bin Small,1,,Yes,,183
Primary,J-01-B-09,Gray Bin Small,1,,Yes,,39
Primary,J-01-B-10,Gray Bin Small,1,,Yes,,60
Primary,J-01-B-11,Gray Bin Small,1,,Yes,,15
Primary,J-01-B-12,Gray Bin Small,1,,Yes,,262
Primary,J-01-B-13,Gray Bin Small,1,,Yes,,13
Primary,J-01-B-14,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-15,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-16,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-17,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-18,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-19,Gray Bin Small,1,,Yes,,0
Primary,J-01-B-20,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-01,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-02,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-03,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-04,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-05,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-06,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-07,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-08,Gray Bin Small,1,,Yes,,18
Primary,J-01-C-09,Gray Bin Small,1,,Yes,,114
Primary,J-01-C-10,Gray Bin Small,1,,Yes,,121
Primary,J-01-C-11,Gray Bin Small,1,,Yes,,21
Primary,J-01-C-12,Gray Bin Small,1,,Yes,,145
Primary,J-01-C-13,Gray Bin Small,1,,Yes,,30
Primary,J-01-C-14,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-15,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-16,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-17,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-18,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-19,Gray Bin Small,1,,Yes,,0
Primary,J-01-C-20,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-01,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-02,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-03,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-04,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-05,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-06,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-07,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-08,Gray Bin Small,1,,Yes,,34
Primary,J-01-D-09,Gray Bin Small,1,,Yes,,6
Primary,J-01-D-10,Gray Bin Small,1,,Yes,,14
Primary,J-01-D-11,Gray Bin Small,1,,Yes,,97
Primary,J-01-D-12,Gray Bin Small,1,,Yes,,8
Primary,J-01-D-13,Gray Bin Small,1,,Yes,,41
Primary,J-01-D-14,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-15,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-16,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-17,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-18,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-19,Gray Bin Small,1,,Yes,,0
Primary,J-01-D-20,Gray Bin Small,1,,Yes,,0
Primary,J-01-E-01,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-02,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-03,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-04,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-05,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-06,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-07,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-08,Gray Bin Medium,1,,Yes,,136
Primary,J-01-E-09,Gray Bin Medium,1,,Yes,,46
Primary,J-01-E-10,Gray Bin Medium,1,,Yes,,162
Primary,J-01-E-11,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-12,Gray Bin Medium,1,,Yes,,30
Primary,J-01-E-13,Gray Bin Medium,1,,Yes,,6
Primary,J-01-E-14,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-15,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-16,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-17,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-18,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-19,Gray Bin Medium,1,,Yes,,0
Primary,J-01-E-20,Gray Bin Medium,1,,Yes,,0
Primary,J-01-J-01,Gray Bin Large,1,,Yes,,0
Primary,J-01-J-02,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-01,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-02,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-03,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-04,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-05,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-06,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-07,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-08,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-09,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-10,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-11,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-12,Gray Bin Large,1,,Yes,,35
Primary,J-02-A-13,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-14,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-15,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-16,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-17,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-18,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-19,Gray Bin Large,1,,Yes,,0
Primary,J-02-A-20,Gray Bin Large,1,,Yes,,0
Primary,J-02-B-01,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-02,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-03,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-04,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-05,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-06,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-07,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-08,Gray Bin Small,1,,Yes,,51
Primary,J-02-B-09,Gray Bin Small,1,,Yes,,22
Primary,J-02-B-10,Gray Bin Small,1,,Yes,,23
Primary,J-02-B-11,Gray Bin Small,1,,Yes,,15
Primary,J-02-B-12,Gray Bin Small,1,,Yes,,81
Primary,J-02-B-13,Gray Bin Small,1,,Yes,,8
Primary,J-02-B-14,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-15,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-16,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-17,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-18,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-19,Gray Bin Small,1,,Yes,,0
Primary,J-02-B-20,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-01,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-02,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-03,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-04,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-05,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-06,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-07,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-08,Gray Bin Small,1,,Yes,,74
Primary,J-02-C-09,Gray Bin Small,1,,Yes,,12
Primary,J-02-C-10,Gray Bin Small,1,,Yes,,57
Primary,J-02-C-11,Gray Bin Small,1,,Yes,,21
Primary,J-02-C-12,Gray Bin Small,1,,Yes,,195
Primary,J-02-C-13,Gray Bin Small,1,,Yes,,56
Primary,J-02-C-14,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-15,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-16,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-17,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-18,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-19,Gray Bin Small,1,,Yes,,0
Primary,J-02-C-20,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-01,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-02,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-03,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-04,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-05,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-06,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-07,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-08,Gray Bin Small,1,,Yes,,33
Primary,J-02-D-09,Gray Bin Small,1,,Yes,,12
Primary,J-02-D-10,Gray Bin Small,1,,Yes,,31
Primary,J-02-D-11,Gray Bin Small,1,,Yes,,21
Primary,J-02-D-12,Gray Bin Small,1,,Yes,,18
Primary,J-02-D-13,Gray Bin Small,1,,Yes,,61
Primary,J-02-D-14,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-15,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-16,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-17,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-18,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-19,Gray Bin Small,1,,Yes,,0
Primary,J-02-D-20,Gray Bin Small,1,,Yes,,0
Primary,J-02-E-01,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-02,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-03,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-04,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-05,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-06,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-07,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-08,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-09,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-10,Gray Bin Medium,1,,Yes,,18
Primary,J-02-E-11,Gray Bin Medium,1,,Yes,,16
Primary,J-02-E-12,Gray Bin Medium,1,,Yes,,64
Primary,J-02-E-13,Gray Bin Medium,1,,Yes,,125
Primary,J-02-E-14,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-15,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-16,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-17,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-18,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-19,Gray Bin Medium,1,,Yes,,0
Primary,J-02-E-20,Gray Bin Medium,1,,Yes,,0
Primary,J-02-J-01,Gray Bin Large,1,,Yes,,0
Primary,J-02-J-02,Gray Bin Large,1,,Yes,,0
Primary,J-03-A-01,Gray Bin Large,1,,Yes,,0
Primary,J-03-A-02,Gray Bin Large,1,,Yes,,0
Primary,J-03-A-03,Gray Bin Large,1,,Yes,,0
Primary,J-03-A-04,Gray Bin Large,1,,Yes,,0
Primary,J-03-B-01,Gray Bin Small,1,,Yes,,0
Primary,J-03-B-02,Gray Bin Small,1,,Yes,,0
Primary,J-03-B-03,Gray Bin Small,1,,Yes,,0
Primary,J-03-B-04,Gray Bin Small,1,,Yes,,0
Primary,J-03-C-01,Gray Bin Small,1,,Yes,,0
Primary,J-03-C-02,Gray Bin Small,1,,Yes,,0
Primary,J-03-C-03,Gray Bin Small,1,,Yes,,0
Primary,J-03-C-04,Gray Bin Small,1,,Yes,,0
Primary,J-03-D-01,Gray Bin Small,1,,Yes,,0
Primary,J-03-D-02,Gray Bin Small,1,,Yes,,0
Primary,J-03-D-03,Gray Bin Small,1,,Yes,,0
Primary,J-03-D-04,Gray Bin Small,1,,Yes,,0
Primary,J-03-E-01,Gray Bin Medium,1,,Yes,,0
Primary,J-03-E-02,Gray Bin Medium,1,,Yes,,0
Primary,J-03-E-03,Gray Bin Medium,1,,Yes,,0
Primary,J-03-E-04,Gray Bin Medium,1,,Yes,,0
Primary,J-04-A-01,Gray Bin Large,1,,Yes,,0
Primary,J-04-A-02,Gray Bin Large,1,,Yes,,0
Primary,J-04-A-03,Gray Bin Large,1,,Yes,,0
Primary,J-04-A-04,Gray Bin Large,1,,Yes,,0
Primary,J-04-B-01,Gray Bin Small,1,,Yes,,0
Primary,J-04-B-02,Gray Bin Small,1,,Yes,,0
Primary,J-04-B-03,Gray Bin Small,1,,Yes,,0
Primary,J-04-B-04,Gray Bin Small,1,,Yes,,0
Primary,J-04-C-01,Gray Bin Small,1,,Yes,,0
Primary,J-04-C-02,Gray Bin Small,1,,Yes,,0
Primary,J-04-C-03,Gray Bin Small,1,,Yes,,0
Primary,J-04-C-04,Gray Bin Small,1,,Yes,,0
Primary,J-04-D-01,Gray Bin Small,1,,Yes,,0
Primary,J-04-D-02,Gray Bin Small,1,,Yes,,0
Primary,J-04-D-03,Gray Bin Small,1,,Yes,,0
Primary,J-04-D-04,Gray Bin Small,1,,Yes,,0
Primary,J-04-E-01,Gray Bin Medium,1,,Yes,,0
Primary,J-04-E-02,Gray Bin Medium,1,,Yes,,0
Primary,J-04-E-03,Gray Bin Medium,1,,Yes,,0
Primary,J-04-E-04,Gray Bin Medium,1,,Yes,,0
Primary,K-01-A-01,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-02,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-03,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-04,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-05,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-06,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-07,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-08,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-09,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-10,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-11,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-12,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-13,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-14,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-15,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-16,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-17,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-18,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-19,Gray Bin Large,1,,Yes,,0
Primary,K-01-A-20,Gray Bin Large,1,,Yes,,0
Primary,K-01-B-01,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-02,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-03,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-04,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-05,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-06,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-07,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-08,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-09,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-10,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-11,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-12,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-13,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-14,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-15,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-16,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-17,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-18,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-19,Gray Bin Small,1,,Yes,,0
Primary,K-01-B-20,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-01,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-02,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-03,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-04,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-05,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-06,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-07,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-08,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-09,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-10,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-11,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-12,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-13,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-14,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-15,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-16,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-17,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-18,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-19,Gray Bin Small,1,,Yes,,0
Primary,K-01-C-20,Gray Bin Small,1,,Yes,,0
Primary,K-01-D-01,Gray Bin Small,1,,Yes,,0
Primary,K-01-D-02,Gray Bin Small,1,,Yes,,0
Primary,K-01-D-03,Gray Bin Small,1,,Yes,,0
Primary,K-01-D-04,Gray Bin Small,1,,Yes,,0
Primary,K-01-D-05,Gray Bin Small,1,,Yes,,0
